"","tmin","prcp","swe","enso","nao","total_exp","rel_var","mean_arr_true","nn_count","cell"
"var_exp_cm.162",0.111066824482646,0.002758188859368,0.152688783987562,0.00505318351671258,0.0136810595316623,0.362636737276377,14.010321407955,129.528873295348,7,143
"var_exp_cm.163",0.0643154051410596,0.0142729178062665,0,0.0159887196684769,0.0318284317166738,0.155554689515904,8.70726404272671,112.496060725956,33,416
"var_exp_cm.164",0.0647213196425531,0.00681697989129602,0.0304129066617279,0.0110970590759289,0.0291703286235723,0.165142123122307,10.6921931557287,114.995365689224,25,443
"var_exp_cm.165",0.0691349565596002,0.00490035995297885,0,0.0136948751106008,0.0283260645753179,0.146075461125165,9.93628353748026,104.240959556814,19,470
"var_exp_cm.166",0.0786250263407949,0.00832208265218273,0.0373016708966746,0.0184480306986863,0.0294915679466497,0.220190326885375,8.4511682645001,103.814454333146,28,471
"var_exp_cm.167",0.0709110456406241,0.00765987171716492,0,0.01628914310121,0.0235212615275594,0.14469204268752,8.99673146670453,103.22131582119,23,498
"var_exp_cm.168",0.0580748481320619,0.00810668320409985,0,0.0148517829114435,0.0300181896568572,0.139382693711734,8.70190439026818,100.571606644478,17,525
"var_exp_cm.169",0.0686374301705665,0.00891383449980357,0.0281433273885288,0.015409284341051,0.0284981748352219,0.169713329820454,9.19835152211455,107.301115986824,33,526
"var_exp_cm.170",0.0537735875553124,0.0092681037144368,0.0243771676961399,0.0160414430429304,0.0272449895175367,0.162636355043306,8.95537725976492,103.888962651401,17,553
"var_exp_cm.171",0.0550741857556164,0.0182098427982391,0.0217422761777143,0.016814763997863,0.0330479105425184,0.165055124147817,9.10903110142714,104.512705401708,24,554
"var_exp_cm.172",0.0323868230944544,0.0090461612757525,0.0279777653757413,0.0176838152733618,0.0266606911924493,0.125194852845546,9.28815938712463,111.847900511962,22,556
"var_exp_cm.173",0.0478715868200018,0.00676102089870376,0.0158392823876169,0.0153964154646259,0.0261392315050648,0.115725779987905,8.58849685639482,105.097349765038,27,611
"var_exp_cm.174",0.0385496452172603,0.00730381384956112,0,0.0194552463223279,0.0297038056923256,0.097239914004583,7.10387908878798,106.491038319125,31,639
"var_exp_cm.175",0.0592756191360102,0.00914182938326055,0,0.0286304795199292,0.0326443095000307,0.130619505338066,7.43851606478375,98.1474877165654,23,695
"var_exp_cm.176",0.0729400982218168,0.0132742631055435,0,0.0445853034776553,0.0327726608690455,0.169429497752865,6.15473377843453,101.469462333498,32,696
"var_exp_cm.177",0.0892630681877471,0.0176214022989183,0.0147629977055098,0.0208961778279527,0.0196140762104053,0.186882850764874,9.50019262586528,116.897333218634,28,362
"var_exp_cm.178",0.10179897875514,0.00742564769872034,0.0242718776169099,0.0154822687311713,0.0240562033231132,0.219887074644106,9.82448879124099,118.051578850502,36,363
"var_exp_cm.179",0.0660712398839933,0.00887767219539761,0,0.0328261717591781,0.0194941228284487,0.133452133185593,8.86986385204599,91.8007254055335,8,3700
"var_exp_cm.180",0.0376343857318445,0.00713507358403308,0,0.0181942619639187,0.0170170228115809,0.0711530248860844,9.6560954763599,95.6754675984408,6,3727
"var_exp_cm.181",0.0677738908003551,0.024892560540334,0,0.0187098683944283,0.0244076150886954,0.167449530783243,9.37553100792401,112.164622479488,26,389
"var_exp_cm.182",0.0861303397571489,0.0120172981909613,0.0317389439472056,0.0163372315679019,0.0235855523864757,0.221105195738259,9.39622166167367,116.350052864008,34,390
"var_exp_cm.183",0.0946854337218771,0.0122560982757523,0.0309079470024648,0.0156552698075024,0.0274288996797084,0.217004399239441,8.58969986009158,113.333391685737,40,417
"var_exp_cm.184",0.0564456176030069,0.00702998661160632,0.00268174147104956,0.0190227840493983,0.033057879734917,0.112372707067336,6.19132677891565,122.556416647541,12,472
"var_exp_cm.185",0.164305244241317,0.00245842200233464,0.0978780029873617,0.00667434187903137,0.0102242231073993,0.291265701769026,18.4228849303201,116.811858596872,21,476
"var_exp_cm.186",0.0536139790923046,0.01777802036835,0,0.0294670613524544,0.0402358973404683,0.178944044421917,7.76123258968381,101.662397666074,15,582
"var_exp_cm.187",0.0229159329733566,0.0116588035261021,0,0.0227324060639821,0.0348620640803112,0.0924806864356351,6.32991337304173,103.770649372943,16,667
"var_exp_cm.188",0.121687717633081,0.00522298386649037,0,0.0519086256506486,0.0154389738162981,0.206692849119656,11.5534527843316,86.7585569802096,3,722
"var_exp_cm.189",0.461601910315613,0.00702969226161147,0.0541855767553332,0.0124742240062801,0.00952015479997952,0.535583606064608,11.276649496594,125.409543259372,10,338
"var_exp_cm.190",0.0623080714408099,0.0177779424415605,0.0307762557042183,0.0174198714628169,0.0334883427971143,0.159460966963806,9.89527843922083,95.4752133243411,11,581
"var_exp_cm.191",0.146818015808106,0.0191415276941726,0.0149098954043504,0.015074480120687,0.0207290280640434,0.230470700332411,9.27782247786258,114.822390589536,27,335
"var_exp_cm.192",0.129289934306639,0.00384579910693507,0.0196037407506267,0.012475291093168,0.00999058549553451,0.180888329655459,11.8603104209756,96.8773345807364,6,500
"var_exp_cm.193",0.336773987631565,0.00285328211440157,0.0830368086521434,0.0108357233686489,0.0238262257958603,0.552971126618151,22.1922869646284,113.217377092159,3,458
"var_exp_cm.194",0.221729567339816,0.00353238179924515,0.0167711284828734,0.0296236395208091,0.0293844438999224,0.321491106885417,7.16174246423936,139.191232459409,6,227
"var_exp_cm.195",0.0797318463939937,0.0112751528738725,0.0246262262915281,0.0166398717098806,0.0213003247133397,0.140076221726663,6.51905471290739,125.353578336698,11,113
"var_exp_cm.196",0.416855204485213,0.0291468155113088,0.0313625268000647,0.0222659003308255,0.0302544945657209,0.411665553951405,11.428029447006,129.325697682925,1,432
"var_exp_cm.197",0.0152783723758275,0.113067830547795,0,0.0156719376396161,0.0266670243329235,0.171090695183535,5.97599175058387,89.0964344325299,1,637
"var_exp_cm.198",0.0727585481574131,0.00811654104421443,0.00886723390929465,0.0286560959532025,0.017022951282137,0.105570205011254,4.9290579355032,157.585766076716,1,370
